name,medical_insurance,infectivity,therapy,cure_rate,treatment_cycle,throng,cost,online_to_buy_medicine
视神经炎,是,无传染性,药物治疗,20~30%,1~2个月,所有人群,不同医院收费标准不一致，市三甲医院约（4000——8000元）,健客大药房康德乐大药房阿康大药房
声带息肉,是,无传染性,药物治疗、手术治疗,75%,1-2个月,所有人群,不同医院收费标准不一致，市三甲医院约（1000——3000元）,健客大药房康德乐大药房阿康大药房
泪囊炎,是,无传染性,药物治疗、手术治疗,90%,7天,所有人群,市三甲医院约（300-500元）,健客大药房康德乐大药房阿康大药房
口角炎,是,无传染性,药物治疗,治愈率98%,治疗周期14天,所有人群,市三甲医院约（500——1000元）,健客大药房康德乐大药房阿康大药房
色盲,是,无传染性,中医药物治疗、西医药物治疗,10%,10-30天,所有人群、以21～30岁最多,市三甲医院约（10000——20000元）,健客大药房康德乐大药房阿康大药房
四环素牙,否,无传染性,药物治疗,80%,1-3年,儿童,市三甲医院约（3000——5000元,健客大药房康德乐大药房阿康大药房
慢性筛窦炎,是,无传染性,手术治疗、药物治疗,60%,30天,所有人群均可发病,不同医院收费标准不一致，市三甲医院约（3000——8000元）,健客大药房康德乐大药房阿康大药房
耵聍栓塞,是,无传染性,药物治疗,85%,1-2周,所有人群,不同医院收费标准不一致，市三甲医院约（200——1000元）,健客大药房康德乐大药房阿康大药房
老花眼,是,无传染性,凸透镜、手术矫正治疗,老年病范畴,终身性疾病,大多出现在45岁以后，随年龄...,市三甲医院约（6000-10000元）,健客大药房康德乐大药房阿康大药房
慢性上颌窦炎,是,无传染性,药物治疗、手术治疗,91.2%,15天,所有人群均可发病,不同医院收费标准不一致，市三甲医院约（3000——8000元),健客大药房康德乐大药房阿康大药房
变应性口炎,是,无传染性,一般疗法、药物疗法、饮食疗...,99%,Null,在小儿时期较多见，尤其是婴...,市三甲医院约100-300元,健客大药房康德乐大药房阿康大药房
虹膜睫状体炎,是,无传染性,药物治疗、结膜下注射,70%,1个月,所有人群,不同医院收费标准不一致，市三甲医院约（1000——3000元）,健客大药房康德乐大药房阿康大药房
咽异感症,是,无传染性,病因治疗,70%,10-30天,30～40岁女性,不同医院收费标准不一致，市三甲医院约（300-500元）,健客大药房康德乐大药房阿康大药房
慢性单纯性咽炎,是,无传染性,戒除烟酒、增强体质、提高机...,70%,15-30天,青壮年,不同医院收费标准不一致，市三甲医院约300--600元,健客大药房康德乐大药房阿康大药房
药物性牙龈增生,否,无传染性,中医药物治疗、西医药物治疗,60%,4-6周,多为青少年及儿童,不同医院收费标准不一致，市三甲医院约（500——1000元）,健客大药房康德乐大药房阿康大药房
小儿肠吸收不良综合征,否,无传染性,Null,Null,Null,婴幼儿,Null,健客大药房康德乐大药房阿康大药房
牙髓炎,是,无传染性,药物治疗、手术治疗,80%,10-30天,所有人群,不同医院收费标准不一致，市三甲医院约（500-2000元）,健客大药房康德乐大药房阿康大药房
根尖周病,是,无传染性,药物治疗,治愈率98%,治疗周期5天,所有人群,不同医院收费标准不一致，市三甲医院约（3000——5000元）,健客大药房康德乐大药房阿康大药房
睑缘炎,是,无传染性,药物治疗支持性治疗,98%,2-4周,所有人群,市三甲医院约（1000——5000元）,健客大药房康德乐大药房阿康大药房
慢性干燥性鼻炎,是,无传染性,药物治疗,70%,7-10天,所有人群,不同医院收费标准不一致，市三甲医院约（1000——3000元）,健客大药房康德乐大药房阿康大药房
慢性泪囊炎,是,无传染性,药物治疗、手术治疗,80%,7-14天,发病率以农村多见，好发于中...,不同医院收费标准不一致，市三甲医院约（5000——10000元）,健客大药房康德乐大药房阿康大药房
小儿先天性主动脉瓣狭窄,否,无传染性,手术治疗,治愈率87%,手术治疗周期14天,儿童,市三甲医院约（50000——150000元,健客大药房康德乐大药房阿康大药房
小儿肾小管性酸中毒,否,无传染性,药物治疗,60%,3-7天,多见于男孩,不同医院收费标准不一致，市三甲医院约（5000——10000元）,健客大药房康德乐大药房阿康大药房
小儿自身免疫性溶血性贫血伴血小板减少综合征,否,无传染性,Null,Null,Null,多见于儿童,Null,健客大药房康德乐大药房阿康大药房
角膜病,否,无传染性,药物治疗,70%,7--14天,所有人群,不同医院收费标准不一致，市三甲医院约（100-200元）,健客大药房康德乐大药房阿康大药房
小儿先天性面肌双瘫综合征,否,无传染性,支持疗法,20%,3个月,新生儿,市三甲医院约（10000——30000元）,健客大药房康德乐大药房阿康大药房
孟德尔遗传病,否,无传染性,Null,Null,Null,遗传性疾病,Null,健客大药房康德乐大药房阿康大药房
小儿雄激素不敏感综合征,否,无传染性,药物治疗手术治疗康复治疗,60%,2个月,新生儿（一个月内）,市三甲医院约（6000——10000元）,健客大药房康德乐大药房阿康大药房
冠状动脉异常起源于肺动脉,否,无传染性,手术治疗,外科手术治愈率约为65%,4-6周,新生儿,市三甲医院约（10000——30000元）,健客大药房康德乐大药房阿康大药房
产瘤,否,无传染性,Null,Null,Null,新生儿、儿童,Null,健客大药房康德乐大药房阿康大药房
小儿癫痫发作诱发失语综合征,否,无传染性,病因治疗、对症治疗,10%,1--6个月,婴幼儿,市三甲医院约（1000-5000元）,健客大药房康德乐大药房阿康大药房
小儿脆性X染色体,否,无传染性,Null,Null,Null,儿童,Null,健客大药房康德乐大药房阿康大药房
小儿尿石症,否,无传染性,Null,Null,Null,多见于4岁以下儿童,Null,健客大药房康德乐大药房阿康大药房
小儿慢性肾小球肾炎,否,无传染性,中医药物治疗、西医药物治疗,70%,30天,儿童,市三甲医院约（10000——30000元）,健客大药房康德乐大药房阿康大药房
先天性高肩胛症,否,无传染性,Null,Null,Null,婴幼儿、儿童,Null,健客大药房康德乐大药房阿康大药房
新生儿迁延性胆汁淤积性黄疸,否,无传染性,病因治疗手术治疗,80%,1-3个月,l岁以内婴儿,市三甲医院约（6000——10000元）,健客大药房康德乐大药房阿康大药房
小儿不对称身材-矮小-性发育异常综合征,否,无传染性,对症治疗手术治疗,无法根治,终身间歇性治疗,男女均可患病,市三甲医院约（5000-10000元）,健客大药房康德乐大药房阿康大药房
小儿维生素E缺乏病,否,无传染性,西医药物治疗，中医药物治疗,80%,3个月,新生儿,市三甲医院约（500——1000元）,健客大药房康德乐大药房阿康大药房
小儿骨软骨瘤,否,无传染性,手术治疗、药物治疗、生活调...,90%,2周--2月,儿童人群,不同医院收费标准不一致，市三甲医院约（10000--50000元）,健客大药房康德乐大药房阿康大药房
小儿假肥大型肌营养不良,否,无传染性,支持治疗、中医药物治疗、西...,30%,30天,儿童,市三甲医院约（500-1000元）,健客大药房康德乐大药房阿康大药房
小儿猫叫综合征,否,无传染性,对症治疗,无法根治，属于染色体疾病,无法根治，属于染色体疾病,孕期接触大剂量粘合剂、油漆...,不同医院收费标准不一致，市三甲医院约（5000-10000元）,健客大药房康德乐大药房阿康大药房
小儿软骨发育不全,否,无传染性,手术治疗,75%,1-3年,常染色体显性遗传人群、基因...,不同医院收费标准不一致，市三甲医院约（5000——20000元）,健客大药房康德乐大药房阿康大药房
幼年型慢性粒细胞白血病,否,无传染性,药物治疗,30%,3个月,儿童,市三甲医院约（50000——100000元）,健客大药房康德乐大药房阿康大药房
小儿腺病毒性肺炎,否,无传染性,药物治疗,80%,1个月,6个月至2岁的婴幼儿,市三甲医院约（3000-5000元）,健客大药房康德乐大药房阿康大药房
小儿血友病,否,无传染性,Null,Null,Null,儿童,Null,健客大药房康德乐大药房阿康大药房
新生儿衣原体感染,否,无传染性,药物治疗,40%,10-30天,儿童人群,不同医院收费标准不一致，市三甲医院约（3000——5000元）,健客大药房康德乐大药房阿康大药房
先天性多发性关节挛缩症,否,无传染性,Null,Null,Null,婴儿、儿童,Null,健客大药房康德乐大药房阿康大药房
血红蛋白病,是,无传染性,Null,Null,Null,所有人群,Null,健客大药房康德乐大药房阿康大药房
先天性垂直距骨,否,无传染性,Null,Null,Null,小儿,Null,健客大药房康德乐大药房阿康大药房
营养代谢障碍疾病,否,无传染性,营养治疗、药物治疗,一般在正规综合三甲医院的典型病例治愈率（治愈率20%）,国内最认可的有效治疗手段的...,儿童人群,不同医院收费标准不一致，市三甲医院约3000--8000,健客大药房康德乐大药房阿康大药房
小儿阵发性室上性心动过速,否,无传染性,药物治疗,85%,4-8%,儿童,市三甲医院约（1000——5000元）,健客大药房康德乐大药房阿康大药房
小儿呼吸衰竭,否,无传染性,药物治疗、支持疗法,20%,1-7天,重症肺炎、毛细支气管炎小儿,市三甲医院约（5000——10000元）,健客大药房康德乐大药房阿康大药房
小儿自身免疫性溶血性贫血,否,无传染性,Null,Null,Null,儿童,Null,健客大药房康德乐大药房阿康大药房
小儿先天性高氨血症,否,无传染性,药物治疗、饮食疗法,40%,2-3个月,婴幼儿,不同医院收费标准不一致，市三甲医院约（2000——8000元）,健客大药房康德乐大药房阿康大药房
小儿慢性淋巴细胞性甲状腺炎,否,无传染性,药物治疗,30%,10天,儿童、青少年人群,市三甲医院约8000--15000,健客大药房康德乐大药房阿康大药房
新生儿肛门和直肠畸形,否,无传染性,手术治疗支持性治疗,98%,2--3周(手术治疗周期2-3周，总...,新生儿,市三甲医院约（10000——40000元）,健客大药房康德乐大药房阿康大药房
小儿急性播散性脑脊髓炎,否,有传染性,中医药物治疗、西医药物治疗,57%--94%,6个月,儿童,市三甲医院约（5000——10000元）,健客大药房康德乐大药房阿康大药房
黏多糖贮积症Ⅰ型,否,无传染性,西医药物治疗,20%,6个月,1-2岁儿童,市三甲医院约（8000-14000元）,健客大药房康德乐大药房阿康大药房
小儿急性出血性坏死性肠炎,否,无传染性,药物治疗、手术治疗,95%,3-6周,婴幼儿,市三甲医院约10000--50000,健客大药房康德乐大药房阿康大药房
小儿肝豆状核变性,否,无传染性,Null,Null,Null,婴幼儿,Null,健客大药房康德乐大药房阿康大药房
小儿葡萄糖-6-磷酸脱氢酶缺乏症,否,无传染性,Null,Null,Null,小儿，男性,Null,健客大药房康德乐大药房阿康大药房
小儿指甲-髌骨综合征,否,无传染性,Null,Null,Null,儿童、少年期,Null,健客大药房康德乐大药房阿康大药房
小儿急性小脑性共济失调,否,无传染性,Null,Null,Null,小儿,Null,健客大药房康德乐大药房阿康大药房
婴儿纤维瘤,否,无传染性,Null,Null,Null,婴儿,Null,健客大药房康德乐大药房阿康大药房
少年性椎体骨软骨病,否,无传染性,支具治疗、手术治疗、矫正体...,40%,3个月,少年,不同医院收费标准不一致，市三甲医院约（2000——8000元）,健客大药房康德乐大药房阿康大药房
重症联合免疫缺陷,否,无传染性,免疫替补疗法、抗感染疗法,40%,2-4月,儿童男孩尤多见，1～2个月婴...,市三甲医院约（5000——60000元）,健客大药房康德乐大药房阿康大药房
获得性免疫缺陷综合征的心血管损害,否,有传染性,药物治疗,0.00001%,30年,所有人群,市三甲医院约50000-500000元,健客大药房康德乐大药房阿康大药房
